name,img,faction,area,email,id,start_date,end_date,term
Henn Põlluaas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=65b1d8bb-7f45-48f5-b4aa-7ba4ca459824,Eesti Konservatiivse Rahvaerakonna fraktsioon,Harju- ja Raplamaa ,Henn.Polluaas@riigikogu.ee,65b1d8bb-7f45-48f5-b4aa-7ba4ca459824,,,Riigikogu XIII
Laine Randjärv,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=88e36468-1e0f-4b6f-9872-1c7025d2f66b,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Laine.Randjarv@riigikogu.ee,88e36468-1e0f-4b6f-9872-1c7025d2f66b,,,Riigikogu XIII
Valdo Randpere,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=966e7ccd-b097-4e49-923c-c8d39dae2d62,Eesti Reformierakonna fraktsioon,Lääne-Virumaa ,Valdo.Randpere@riigikogu.ee,966e7ccd-b097-4e49-923c-c8d39dae2d62,,,Riigikogu XIII
Jüri Ratas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=87b36dbb-08e9-4048-91eb-6df699c6e27e,Eesti Keskerakonna fraktsioon,Harju- ja Raplamaa ,Jyri.Ratas@riigikogu.ee,87b36dbb-08e9-4048-91eb-6df699c6e27e,,,Riigikogu XIII
Rein Ratas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=8f01f37d-be79-47d2-b818-c51878a00628,Eesti Keskerakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Rein.Ratas@riigikogu.ee,8f01f37d-be79-47d2-b818-c51878a00628,,,Riigikogu XIII
Mihkel Raud,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=40521bc5-281e-4d9b-a56d-f99be029ecaf,Sotsiaaldemokraatliku Erakonna fraktsioon,Tartu linn ,Mihkel.Raud@riigikogu.ee,40521bc5-281e-4d9b-a56d-f99be029ecaf,,,Riigikogu XIII
Urmas Reinsalu,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=a78027e5-2480-49f2-a340-ee88daf92d53,Isamaa ja Res Publica Liidu fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Urmas.Reinsalu@riigikogu.ee,a78027e5-2480-49f2-a340-ee88daf92d53,,,Riigikogu XIII
Martin Repinski,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ce3f9ed0-083c-4d0f-b45a-096610012b5f,Eesti Keskerakonna fraktsioon,Ida-Virumaa ,Martin.Repinski@riigikogu.ee,ce3f9ed0-083c-4d0f-b45a-096610012b5f,,,Riigikogu XIII
Mailis Reps,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=74f8df6d-6f4d-410b-8b45-bf58922cf421,Eesti Keskerakonna fraktsioon,Järva- ja Viljandimaa ,Mailis.Reps@riigikogu.ee,74f8df6d-6f4d-410b-8b45-bf58922cf421,,,Riigikogu XIII
Taavi Rõivas,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=47201a8e-4ae7-45fa-8659-b47930d6f99c,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Taavi.Roivas@riigikogu.ee,47201a8e-4ae7-45fa-8659-b47930d6f99c,,,Riigikogu XIII
Indrek Saar,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=58378026-b797-4bf2-89fc-31a73d9219b3,Sotsiaaldemokraatliku Erakonna fraktsioon,Lääne-Virumaa ,Indrek.Saar@riigikogu.ee,58378026-b797-4bf2-89fc-31a73d9219b3,,,Riigikogu XIII
Kersti Sarapuu,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=caea357b-12c0-4069-b53e-89f69f517212,Eesti Keskerakonna fraktsioon,Järva- ja Viljandimaa ,Kersti.Sarapuu@riigikogu.ee,caea357b-12c0-4069-b53e-89f69f517212,,,Riigikogu XIII
Erki Savisaar,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=18360e3e-b776-4fa1-a361-5d9c287a89a7,Eesti Keskerakonna fraktsioon,Tallinna Mustamäe ja Nõmme linnaosa ,Erki.Savisaar@riigikogu.ee,18360e3e-b776-4fa1-a361-5d9c287a89a7,,,Riigikogu XIII
Edgar Savisaar,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=fd6447a4-c040-4955-b47f-b5634f0fd532,Fraktsiooni mittekuuluvad Riigikogu liikmed,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Edgar.Savisaar@riigikogu.ee,fd6447a4-c040-4955-b47f-b5634f0fd532,,,Riigikogu XIII
Helir-Valdor Seeder,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=23161df7-bc1b-442e-b4cd-2d1f37627658,Isamaa ja Res Publica Liidu fraktsioon,Järva- ja Viljandimaa ,Helir-Valdor.Seeder@riigikogu.ee,23161df7-bc1b-442e-b4cd-2d1f37627658,,,Riigikogu XIII
Priit Sibul,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=8940964b-6bfd-482d-a4f5-53f2cccb149d,Isamaa ja Res Publica Liidu fraktsioon,"Võru-, Valga- ja Põlvamaa ",Priit.Sibul@riigikogu.ee,8940964b-6bfd-482d-a4f5-53f2cccb149d,,,Riigikogu XIII
Arno Sild,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=d43974f1-4b85-4e61-b9f6-67535e1bf19f,Eesti Konservatiivse Rahvaerakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Arno.Sild@riigikogu.ee,d43974f1-4b85-4e61-b9f6-67535e1bf19f,,,Riigikogu XIII
Kadri Simson,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=382d928f-8fa4-422b-9538-043ff3033b65,Eesti Keskerakonna fraktsioon,Pärnumaa ,Kadri.Simson@riigikogu.ee,382d928f-8fa4-422b-9538-043ff3033b65,,,Riigikogu XIII
Mihhail Stalnuhhin,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=529e5322-1170-4926-a07e-6ed369534503,Eesti Keskerakonna fraktsioon,Ida-Virumaa ,Mihhail.Stalnuhhin@riigikogu.ee,529e5322-1170-4926-a07e-6ed369534503,,,Riigikogu XIII
Anne Sulling,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=124415a9-7640-4ec6-aa07-fc402b67af56,Eesti Reformierakonna fraktsioon,Tartu linn ,Anne.Sulling@riigikogu.ee,124415a9-7640-4ec6-aa07-fc402b67af56,,,Riigikogu XIII
Märt Sults,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=03cb82b4-1b8b-45a8-8660-07baefea12fd,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Mart.Sults@riigikogu.ee,03cb82b4-1b8b-45a8-8660-07baefea12fd,,,Riigikogu XIII
Aivar Sõerd,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5650dddf-f2ca-4b94-8888-e7482808f81b,Eesti Reformierakonna fraktsioon,Harju- ja Raplamaa ,Aivar.Soerd@riigikogu.ee,5650dddf-f2ca-4b94-8888-e7482808f81b,,,Riigikogu XIII
Tanel Talve,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=059a2370-53f7-480c-9700-8d33d0496560,Sotsiaaldemokraatliku Erakonna fraktsioon,Jõgeva- ja Tartumaa ,Tanel.Talve@riigikogu.ee,059a2370-53f7-480c-9700-8d33d0496560,,,Riigikogu XIII
Artur Talvik,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e6c4032b-6803-4a5e-b857-f181c1a81685,Eesti Vabaerakonna fraktsioon,Harju- ja Raplamaa ,Artur.Talvik@riigikogu.ee,e6c4032b-6803-4a5e-b857-f181c1a81685,,,Riigikogu XIII
Tarmo Tamm,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,Eesti Keskerakonna fraktsioon,"Võru-, Valga- ja Põlvamaa ",Tarmo.Tamm@riigikogu.ee,76afbcdc-b41d-4fc6-b5eb-d0cce01e94d5,,,Riigikogu XIII
Urve Tiidus,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=0c571754-914d-406a-baba-6734212353de,Eesti Reformierakonna fraktsioon,"Hiiu-, Lääne- ja Saaremaa ",Urve.Tiidus@riigikogu.ee,0c571754-914d-406a-baba-6734212353de,,,Riigikogu XIII
Priit Toobal,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=35385340-859d-4ee2-81f8-399474f00d4b,Eesti Keskerakonna fraktsioon,Järva- ja Viljandimaa ,Priit.Toobal@riigikogu.ee,35385340-859d-4ee2-81f8-399474f00d4b,,,Riigikogu XIII
Terje Trei,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=c79c2162-d406-445a-91bb-4c4f9556efb2,Eesti Reformierakonna fraktsioon,Jõgeva- ja Tartumaa ,Terje.Trei@riigikogu.ee,c79c2162-d406-445a-91bb-4c4f9556efb2,,,Riigikogu XIII
Margus Tsahkna,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=db788688-d7a6-4af8-8cee-3004adb948f5,Isamaa ja Res Publica Liidu fraktsioon,Tartu linn ,Margus.Tsahkna@riigikogu.ee,db788688-d7a6-4af8-8cee-3004adb948f5,,,Riigikogu XIII
Marika Tuus-Laul,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=ec4c481a-8727-490a-b90e-cbefeac9564e,Eesti Keskerakonna fraktsioon,Jõgeva- ja Tartumaa ,Marika.Tuus-Laul@riigikogu.ee,ec4c481a-8727-490a-b90e-cbefeac9564e,,,Riigikogu XIII
Ken-Marti Vaher,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e796fa83-54c6-4aa2-a05a-166f331508fa,Isamaa ja Res Publica Liidu fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Ken-Marti.Vaher@riigikogu.ee,e796fa83-54c6-4aa2-a05a-166f331508fa,,,Riigikogu XIII
Rainer Vakra,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,Fraktsiooni mittekuuluvad Riigikogu liikmed,Tallinna Mustamäe ja Nõmme linnaosa ,Rainer.Vakra@riigikogu.ee,5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,,,Riigikogu XIII
Viktor Vassiljev,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=bbbcacb7-c34f-48b7-a2ba-1680c93ff810,Eesti Keskerakonna fraktsioon,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",Viktor.Vassiljev@riigikogu.ee,bbbcacb7-c34f-48b7-a2ba-1680c93ff810,,,Riigikogu XIII
Vladimir Velman,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=e0767645-54aa-4084-9dd3-ed196172dabb,Eesti Keskerakonna fraktsioon,Harju- ja Raplamaa ,Vladimir.Velman@riigikogu.ee,e0767645-54aa-4084-9dd3-ed196172dabb,,,Riigikogu XIII
Toomas Vitsut,http://www.riigikogu.ee/?op=emsplain&page=pilt&pid=d3e66a59-2b53-4d49-af9a-d0beead8b936,Eesti Keskerakonna fraktsioon,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",Toomas.Vitsut@riigikogu.ee,d3e66a59-2b53-4d49-af9a-d0beead8b936,,,Riigikogu XIII
